Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid	Pathogen_category
Q8N4H5	P10240	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
Q8N5G0	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8N5G0	Q32ZE1-PRO_0000435839	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227197	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8N5K1	P29996	taxid:9606(Homo sapiens)	taxid:31762(Hepatitis delta virus (ISOLATE D380))	VIRUS
Q8N5K1	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5K1	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5N7	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8N5N7	P03496	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8N5Y8	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N5Y8	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N6L1	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q8N6L1	NP_751926	taxid:9606(Homo sapiens)	taxid:41856(Hepatitis C virus genotype 1)	VIRUS
Q8N726	Q1HVI8	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8N8A2	Q2HR85	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
Q8N8R3	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8N983	Q32ZE1-PRO_0000435829	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8N983	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8N983	A0A024B7W1-PRO_0000443019	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8N983	P09992	taxid:9606(Homo sapiens)	taxid:11624(Lymphocytic choriomeningitis virus (strain Armstrong))	VIRUS
Q8N983	P03070	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
Q8N983	Q05323	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
Q8N9N7	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NBN3	Q9QLP4	taxid:9606(Homo sapiens)	taxid:31552(Human papillomavirus type 6)	VIRUS
Q8NBN3	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NBN3	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8NBT2	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8NBU5	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8NBU5	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8NBU5	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8NBX0	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8NBX0	P29996	taxid:9606(Homo sapiens)	taxid:31762(Hepatitis delta virus (ISOLATE D380))	VIRUS
Q8NBX0	Q32ZE1-PRO_0000435839	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NBX0	P03070	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
Q8NBX0	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8NBZ7	Q1I2B2	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8NBZ7	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8NC60	P88924	taxid:9606(Homo sapiens)	taxid:435895(Human herpesvirus 8 type M)	VIRUS
Q8NC60	Q32ZE1-PRO_0000435829	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NC60	P06429	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
Q8NE86	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NE86	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8NEJ0	P36801	taxid:9606(Homo sapiens)	taxid:10621(Human papillomavirus type 9)	VIRUS
Q8NEJ9	P03433	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NEN9	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NEN9	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NEN9	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NEN9	P03087	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
Q8NEN9	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NEN9	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NF37	P03496	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	P03508	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8NF37	Q99IB8-PRO_0000045597	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q8NF37	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	Q8JSN5	taxid:9606(Homo sapiens)	taxid:158611(Influenza A virus (A/Paris/908/97(H3N2)))	VIRUS
Q8NF37	B4URE7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8NF37	P03428	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NF37	Q8JSN8	taxid:9606(Homo sapiens)	taxid:158611(Influenza A virus (A/Paris/908/97(H3N2)))	VIRUS
Q8NF37	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8NF50	Q20MC6	taxid:9606(Homo sapiens)	taxid:385599(Influenza A virus (A/udorn/1972(H3N2)))	VIRUS
Q8NF50	Q20MD1	taxid:9606(Homo sapiens)	taxid:385599(Influenza A virus (A/udorn/1972(H3N2)))	VIRUS
Q8NF50	Q20MD0	taxid:9606(Homo sapiens)	taxid:385599(Influenza A virus (A/udorn/1972(H3N2)))	VIRUS
Q8NF50	P03508	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NHH9	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NHH9	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8NHH9	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8NI22	P06428	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
Q8TAE8	A0A024B7W1-PRO_0000443019	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8TAE8	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8TAE8	P06428	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
Q8TAE8	P03107	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q8TAE8	Q1K9H2	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8TAE8	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TAE8	A0A220NMU2	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q8TAE8	Q05323	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
Q8TAF8	P29996	taxid:9606(Homo sapiens)	taxid:31762(Hepatitis delta virus (ISOLATE D380))	VIRUS
Q8TB36	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q8TB36	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8TB61	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8TB61	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8TB61	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TB61	Q32ZE1-PRO_0000435839	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TB61	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8TBM8	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TBP6	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8TBP6	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8TBP6	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8TBZ6	Q32ZE1-PRO_0000435842	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TBZ6	A0A024B7W1-PRO_0000443032	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8TC12	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TC12	P10204	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
Q8TC12	P06930	taxid:9606(Homo sapiens)	taxid:333923(Human papillomavirus type 5)	VIRUS
Q8TC12	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TC12	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8TC12	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8TC12	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q8TCJ2	P29991-PRO_0000037945	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8TCJ2	YP_009227197	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8TCJ2	P06927	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q8TCJ2	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q8TCJ2	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	P06461	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TCJ2	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8TCJ2	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q8TCJ2	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TCJ2	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8TCJ2	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TD22	Q32ZE1-PRO_0000435839	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TD22	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8TDB4	P0C6Z1	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8TDB6	P03070	taxid:9606(Homo sapiens)	taxid:1891767(sv40)	VIRUS
Q8TDB6	P17384	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8TDB6	P17387	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8TDY2	Q9WMX2	taxid:9606(Homo sapiens)	taxid:333284(Hepatitis C virus (isolate Con1))	VIRUS
Q8TEM1	YP_009227200	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TEM1	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8TEM1	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8TEM1	P29991-PRO_0000037945	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8TEM1	YP_009227201	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TEM1	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8TEM1	P04578	taxid:9606(Homo sapiens)	taxid:11706(HIV-1 M:B_HXB2R)	VIRUS
Q8TEM1	YP_009227198	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TEM1	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TEM1	YP_009227197	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TEM1	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8TF72	P0CK54	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8TF72	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8TF72	P0CK48	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8TF72	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8TF72	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WTS1	P04305	taxid:9606(Homo sapiens)	taxid:10254(Vaccinia virus WR)	VIRUS
Q8WTT2	P29991-PRO_0000037936	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8WTT2	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WTW3	Q99IB8-PRO_0000045597	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q8WTW3	Q9WC28	taxid:9606(Homo sapiens)	taxid:512346(Hepatitis E virus human/g1/India/Hyderabad)	VIRUS
Q8WTW3	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8WTW3	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WU90	P03470	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WU90	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WU90	P05777	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WUD6	P0C788	taxid:9606(Homo sapiens)	taxid:868565(Human herpesvirus 8 strain GK18)	VIRUS
Q8WUK0	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8WUK0	P03433	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8WUK0	B4URE7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WUY1	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WUY1	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8WUY1	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WUY1	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8WUY1	P03452	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8WUY1	P06821	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q8WUY1	YP_009227203	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WUY1	YP_009227204	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WUY1	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q8WVC6	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8WVM0	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WVM0	A0A024B7W1-PRO_0000443019	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8WVM0	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WVM0	Q32ZE1-PRO_0000435829	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WVM8	P29990-PRO_0000037929	taxid:9606(Homo sapiens)	taxid:31634(Dengue virus 2 Thailand/16681/84)	VIRUS
Q8WVM8	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q8WVM8	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WVM8	B9UPF3	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q8WVM8	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8WVM8	P06792	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8WVM8	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8WWC4	P06460	taxid:9606(Homo sapiens)	taxid:10600(Human papillomavirus type 6b)	VIRUS
Q8WWC4	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q8WWH5	NP_597740	taxid:9606(Homo sapiens)	taxid:334203(Human papillomavirus - 1)	VIRUS
Q8WWH5	P06429	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
Q8WWH5	P36778	taxid:9606(Homo sapiens)	taxid:10614(Human papillomavirus type 3)	VIRUS
Q8WWH5	B4URF7	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WWH5	P03129	taxid:9606(Homo sapiens)	taxid:333760(Human papillomavirus type 16)	VIRUS
Q8WWH5	P06932	taxid:9606(Homo sapiens)	taxid:333923(Human papillomavirus type 5)	VIRUS
Q8WWH5	P24830	taxid:9606(Homo sapiens)	taxid:10588(Human papillomavirus type 39)	VIRUS
Q8WWH5	P06422	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
Q8WWH5	P36780	taxid:9606(Homo sapiens)	taxid:10621(Human papillomavirus type 9)	VIRUS
Q8WWH5	P04015	taxid:9606(Homo sapiens)	taxid:10580(Human papillomavirus type 11)	VIRUS
Q8WWH5	P36827	taxid:9606(Homo sapiens)	taxid:333763(Human papillomavirus type 32)	VIRUS
Q8WWH5	Q9QLP4	taxid:9606(Homo sapiens)	taxid:31552(Human papillomavirus type 6)	VIRUS
Q8WWH5	NP_040313	taxid:9606(Homo sapiens)	taxid:337042(Human papillomavirus - 18)	VIRUS
Q8WWH5	P06921	taxid:9606(Homo sapiens)	taxid:333923(Human papillomavirus type 5)	VIRUS
Q8WWH5	P36817	taxid:9606(Homo sapiens)	taxid:10621(Human papillomavirus type 9)	VIRUS
Q8WWH5	P06423	taxid:9606(Homo sapiens)	taxid:10586(Human papillomavirus type 33)	VIRUS
Q8WWH5	P06788	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q8WWI5	A0A024B7W1-PRO_0000443029	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8WWI5	P06930	taxid:9606(Homo sapiens)	taxid:333923(Human papillomavirus type 5)	VIRUS
Q8WXX5	Q05127	taxid:9606(Homo sapiens)	taxid:128952(Zaire ebolavirus - Mayinga (Zaire, 1976))	VIRUS
Q8WXX5	YP_009227196	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q8WXX5	P15682	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q8WXX5	A0A024B7W1-PRO_0000443019	taxid:9606(Homo sapiens)	taxid:2043570(Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013)	VIRUS
Q8WZ42	P17388	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q8WZ42	P03427	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92478	P10191	taxid:9606(Homo sapiens)	taxid:10299(Herpes simplex virus (type 1 / strain 17))	VIRUS
Q92504	Q77M19	taxid:9606(Homo sapiens)	taxid:132487(Measles virus strain Schwarz)	VIRUS
Q92504	Q1K9H5	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92504	P34015	taxid:9606(Homo sapiens)	taxid:587200(Variola virus human/India/Ind3/1967)	VIRUS
Q92504	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92504	P17385	taxid:9606(Homo sapiens)	taxid:10585(Human papillomavirus type 31)	VIRUS
Q92520	P29991-PRO_0000037944	taxid:9606(Homo sapiens)	taxid:31635(Dengue virus 2 16681-PDK53)	VIRUS
Q92520	P06430	taxid:9606(Homo sapiens)	taxid:10579(Human papillomavirus type 8)	VIRUS
Q92530	P06463	taxid:9606(Homo sapiens)	taxid:333761(Human papillomavirus type 18)	VIRUS
Q92530	P24835	taxid:9606(Homo sapiens)	taxid:10588(Human papillomavirus type 39)	VIRUS
Q92530	Q6VGS8	taxid:9606(Homo sapiens)	taxid:28285(Human adenovirus 5)	VIRUS
Q92538	O92835	taxid:9606(Homo sapiens)	taxid:11060(Dengue virus 2)	VIRUS
Q92538	P05780	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92538	NP_740474	taxid:9606(Homo sapiens)	taxid:138950(Human enterovirus C)	VIRUS
Q92538	P03468	taxid:9606(Homo sapiens)	taxid:211044(Influenza A virus (A/Puerto Rico/8/34(H1N1)))	VIRUS
Q92538	O92835	taxid:9606(Homo sapiens)	taxid:11060(Dengue virus 2)	VIRUS
Q92538	P0C737	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q92538	P0CK57	taxid:9606(Homo sapiens)	taxid:82830(Epstein-barr virus strain ag876)	VIRUS
Q92538	Q20MH8	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92542	Q1K9G9	taxid:9606(Homo sapiens)	taxid:381518(Influenza A virus (A/Wilson-Smith/1933(H1N1)))	VIRUS
Q92542	Q99IB8-PRO_0000045596	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
Q92544	Q32ZE1-PRO_0000435839	taxid:9606(Homo sapiens)	taxid:64320(Zika virus)	VIRUS
Q92544	Q99IB8-PRO_0000045600	taxid:9606(Homo sapiens)	taxid:356411(Hepatitis C virus JFH-1)	VIRUS
